listing_id,date,available,price,adjusted_price,minimum_nights,maximum_nights
21853,2021-06-04,True,35.0,35.0,4.0,40.0
21853,2021-06-05,True,35.0,35.0,4.0,40.0
21853,2021-06-06,True,30.0,30.0,4.0,40.0
21853,2021-06-07,True,30.0,30.0,4.0,40.0
21853,2021-06-08,True,30.0,30.0,4.0,40.0
21853,2021-06-09,True,30.0,30.0,4.0,40.0
21853,2021-06-10,True,30.0,30.0,4.0,40.0
21853,2021-06-11,True,35.0,35.0,4.0,40.0
21853,2021-06-12,True,35.0,35.0,4.0,40.0
21853,2021-06-13,True,30.0,30.0,4.0,40.0
21853,2021-06-14,True,30.0,30.0,4.0,40.0
21853,2021-06-15,True,30.0,30.0,4.0,40.0
21853,2021-06-16,True,30.0,30.0,4.0,40.0
21853,2021-06-17,True,30.0,30.0,4.0,40.0
21853,2021-06-18,True,35.0,35.0,4.0,40.0
21853,2021-06-19,True,35.0,35.0,4.0,40.0
21853,2021-06-20,True,30.0,30.0,4.0,40.0
21853,2021-06-21,True,30.0,30.0,4.0,40.0
21853,2021-06-22,True,30.0,30.0,4.0,40.0
21853,2021-06-23,True,30.0,30.0,4.0,40.0
21853,2021-06-24,True,30.0,30.0,4.0,40.0
21853,2021-06-25,True,35.0,35.0,4.0,40.0
21853,2021-06-26,True,35.0,35.0,4.0,40.0
21853,2021-06-27,True,30.0,30.0,4.0,40.0
21853,2021-06-28,True,30.0,30.0,4.0,40.0
21853,2021-06-29,True,30.0,30.0,4.0,40.0
21853,2021-06-30,True,30.0,30.0,4.0,40.0
21853,2021-07-01,True,30.0,30.0,4.0,40.0
21853,2021-07-02,True,35.0,35.0,4.0,40.0
21853,2021-07-03,True,35.0,35.0,4.0,40.0
21853,2021-07-04,True,30.0,30.0,4.0,40.0
21853,2021-07-05,True,30.0,30.0,4.0,40.0
21853,2021-07-06,True,30.0,30.0,4.0,40.0
21853,2021-07-07,True,30.0,30.0,4.0,40.0
21853,2021-07-08,True,30.0,30.0,4.0,40.0
21853,2021-07-09,True,35.0,35.0,4.0,40.0
21853,2021-07-10,True,35.0,35.0,4.0,40.0
21853,2021-07-11,True,30.0,30.0,4.0,40.0
21853,2021-07-12,True,30.0,30.0,4.0,40.0
21853,2021-07-13,True,30.0,30.0,4.0,40.0
21853,2021-07-14,True,30.0,30.0,4.0,40.0
21853,2021-07-15,True,30.0,30.0,4.0,40.0
21853,2021-07-16,True,35.0,35.0,4.0,40.0
21853,2021-07-17,True,35.0,35.0,4.0,40.0
21853,2021-07-18,True,30.0,30.0,4.0,40.0
21853,2021-07-19,True,30.0,30.0,4.0,40.0
21853,2021-07-20,True,30.0,30.0,4.0,40.0
21853,2021-07-21,True,30.0,30.0,4.0,40.0
21853,2021-07-22,True,30.0,30.0,4.0,40.0
21853,2021-07-23,True,35.0,35.0,4.0,40.0
21853,2021-07-24,True,35.0,35.0,4.0,40.0
21853,2021-07-25,True,30.0,30.0,4.0,40.0
21853,2021-07-26,True,30.0,30.0,4.0,40.0
21853,2021-07-27,True,30.0,30.0,4.0,40.0
21853,2021-07-28,True,30.0,30.0,4.0,40.0
21853,2021-07-29,True,30.0,30.0,4.0,40.0
21853,2021-07-30,True,35.0,35.0,4.0,40.0
21853,2021-07-31,True,35.0,35.0,4.0,40.0
21853,2021-08-01,True,30.0,30.0,4.0,40.0
21853,2021-08-02,True,30.0,30.0,4.0,40.0
21853,2021-08-03,True,30.0,30.0,4.0,40.0
21853,2021-08-04,True,30.0,30.0,4.0,40.0
21853,2021-08-05,True,30.0,30.0,4.0,40.0
21853,2021-08-06,True,35.0,35.0,4.0,40.0
21853,2021-08-07,True,35.0,35.0,4.0,40.0
21853,2021-08-08,True,30.0,30.0,4.0,40.0
